Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Label
35148583,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
35150654,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35101877,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35050563,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34997633,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34946947,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34945961,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
34898091,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34845521,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34796820,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35074544,2,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
35074543,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35021839,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34973445,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34921048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34874166,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
34869351,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34815920,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34767145,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34716432,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34672730,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
34667280,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34612992,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34562989,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34513125,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34468361,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
34462302,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34409684,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34358655,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34309419,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34269080,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
34259179,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34207925,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34157786,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34106583,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34070151,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
34056202,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
34003453,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33949155,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33903889,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33867697,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33850269,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33801244,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33751106,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33697705,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33669236,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33647202,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33594193,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33546213,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33496920,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33466739,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33443260,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33392586,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33342225,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33291123,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33265069,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33886890,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33828164,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33776392,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33719114,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33736060,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33684846,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33633653,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33578477,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33532561,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33519108,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33482235,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33429862,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33380048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33328313,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33317314,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33276050,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33226475,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33176416,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33635708,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33645446,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33596542,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33546177,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33493486,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33435452,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33443878,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33394806,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33344197,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33291355,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33237939,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33233815,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33191557,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33139970,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33085735,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33033498,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
33038046,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32987871,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32936255,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32877997,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32832627,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
32827414,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32776721,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32725536,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32672127,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32629548,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
32617532,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32568768,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32516058,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32462889,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32430839,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
32416423,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32365343,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32311733,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32263506,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32230898,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
32211304,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32159951,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32111205,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32052033,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32030322,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
32003645,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31952146,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31897226,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31847089,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31828261,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31796350,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31744710,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31693014,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31641373,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31625116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31592890,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31542550,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31492280,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31441036,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31428108,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31381082,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31331439,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31281092,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31224963,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31228168,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31176377,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31126856,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31078384,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
32024500,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
32024501,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31974154,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31925883,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31873805,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31821830,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31821830,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31771306,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31722658,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31669237,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31619543,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31620644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31570031,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31515353,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31467179,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31414998,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31435242,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31378946,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31329511,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31278569,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31231812,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31226937,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31176024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31123840,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31063302,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31032438,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
31019256,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30968411,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30917656,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30864330,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30831157,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
30813605,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30760033,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30710471,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30659882,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30631221,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
30608445,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30557176,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30507540,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30453788,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30429075,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
30405973,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30354735,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30300846,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30247763,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30226968,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
30198594,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30146819,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30095314,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30043438,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
30026299,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29991246,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29942760,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29890047,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29837310,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29825388,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29785393,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29737569,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29687277,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29632565,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29623243,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29581229,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29531702,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29481090,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29715729,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29710885,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29662110,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29613218,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29561181,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29511329,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29509232,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29461866,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29407940,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29359328,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29308638,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29308638,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29258717,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29202387,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29155310,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29103281,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29103558,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
29052293,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29003742,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28951755,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28905564,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
28902093,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28852012,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28799973,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28747826,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28700534,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
28697355,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28646626,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28597026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28544256,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28495502,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28501506,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
28443533,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28390962,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28339779,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28300712,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
28289226,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28230882,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28184588,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28135847,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28101930,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
28085728,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
28034491,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27981433,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27931644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27898482,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
27880305,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27829139,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27779333,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27730561,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27698056,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
27678090,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27624697,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27573746,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27523599,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27496378,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
27474567,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27422396,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27372909,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27322851,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27297069,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
27269549,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27214062,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27163744,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27122006,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27104087,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
27071897,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
27021817,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26970283,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26919445,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26902851,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
26868547,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26818502,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26765063,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26713647,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26701572,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
26665652,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26613481,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26563481,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26513053,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26502319,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
26462665,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26413677,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26363091,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26312422,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26301315,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
26262174,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26211596,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26160853,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26109043,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26101546,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
26058173,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26006944,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25957274,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25905685,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25901203,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
25853622,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25803106,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25752889,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25699458,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25697129,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
25649199,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25599192,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25547547,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25496742,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
25493669,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25443490,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25394728,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25344754,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25295698,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
25291414,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25241956,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25190136,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25136730,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25096262,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
25089784,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
25038321,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24983913,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24933284,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24883256,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24891543,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
24833591,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24782394,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24729105,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24692627,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
24680474,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24628741,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24578107,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24533349,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24498215,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
24483838,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24430522,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24381211,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24330479,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24295232,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
24275640,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
167886,3,9,110.0,30523.0,110.0,0.0,11351.0,0.0,BENIGN
3275,10,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
115521,3,8,110.0,30523.0,110.0,0.0,8447.0,0.0,BENIGN
302,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
88,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
380,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
6900,6,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
101128,7,5,108.0,5808.0,108.0,0.0,2904.0,0.0,BENIGN
220966,3,3,109.0,242.0,109.0,0.0,242.0,0.0,BENIGN
334977,3,4,108.0,16998.0,108.0,0.0,13752.0,0.0,BENIGN
2178,13,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
90823,3,8,110.0,30523.0,110.0,0.0,11351.0,0.0,BENIGN
3010,13,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
1152,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
3174,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
628,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
65,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
